Semester,Course Subject,Course Number,Course Title,Course Section,Sched Type,Primary Instructor,Term,CRN,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Standard Deviation,% 4.0's
Fall 2015,HEBR,405,Advanced Modern Hebrew I,A,LCD,"Qashou, Sayed",120158,39804,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,100,Global History,AD1,DIS,"Bettine, Jade",120158,55493,4,9,2,0,4,3,0,1,0,0,0,0,0,0,3.54,1.187209614,0.565217391
Fall 2015,HIST,100,Global History,AD2,DIS,"Rezende Da Silv, Thais",120158,55494,7,8,3,1,2,0,1,0,0,0,0,0,0,0,3.76,0.853736884,0.681818182
Fall 2015,HIST,100,Global History,AD3,DIS,"Rezende Da Silv, Thais",120158,55495,8,6,2,1,5,0,0,0,0,0,0,1,0,0,3.58,1.446443915,0.608695652
Fall 2015,HIST,100,Global History,AD4,DIS,"Escanilla Huert, Silvia V",120158,55496,4,11,2,1,3,0,1,0,0,0,0,0,0,0,3.73,0.905888146,0.681818182
Fall 2015,HIST,100,Global History,AD5,DIS,"Rezende Da Silv, Thais",120158,55498,12,2,2,1,1,1,1,1,0,0,0,0,0,0,3.65,0.981866844,0.666666667
Fall 2015,HIST,100,Global History,AD6,DIS,"Escanilla Huert, Silvia V",120158,55499,6,12,1,2,1,0,1,0,0,0,0,0,0,0,3.81,0.828482549,0.782608696
Fall 2015,HIST,100,Global History,AD7,DIS,"Bettine, Jade",120158,55500,4,11,0,1,1,1,0,4,1,0,0,0,0,0,3.42,1.548234017,0.652173913
Fall 2015,HIST,100,Global History,AD8,DIS,"Escanilla Huert, Silvia V",120158,55501,6,6,3,1,2,0,0,2,0,0,0,1,0,0,3.48,1.511498783,0.571428571
Fall 2015,HIST,100,Global History,AD9,DIS,"Bettine, Jade",120158,55502,5,4,3,2,2,2,1,1,0,0,1,0,0,0,3.35,1.234346431,0.428571429
Fall 2015,HIST,105,Latin America to Independence,A,LCD,"Jacobsen, Nils P",120158,64521,0,7,1,8,5,0,4,0,2,1,0,0,2,0,2.91,2.065883588,0.233333333
Fall 2015,HIST,120,East Asian Civilizations,AD1,DIS,"McSweeney, Forrest C",120158,34313,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,120,East Asian Civilizations,AD4,DIS,"McSweeney, Forrest C",120158,34316,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,120,East Asian Civilizations,AD5,DIS,"Rouphail, Robert M",120158,34317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,120,East Asian Civilizations,AD6,DIS,"Tong, Haoyu",120158,34318,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,120,East Asian Civilizations,AD8,DIS,"Rouphail, Robert M",120158,46937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,120,East Asian Civilizations,AD9,DIS,"Tong, Haoyu",120158,46941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,120,East Asian Civilizations,ADA,DIS,"Tong, Haoyu",120158,46945,0,1,4,6,6,1,2,0,0,0,0,0,1,0,3.05,1.390400764,0.047619048
Fall 2015,HIST,120,East Asian Civilizations,ADB,DIS,"Rouphail, Robert M",120158,46947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,120,East Asian Civilizations,ADC,DIS,"McSweeney, Forrest C",120158,46949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,135,History of Islamic Middle East,B,LCD,"Peychev, Stefan P",120158,65738,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,140,Western Civ to 1660-ACP,AD2,DIS,"Harshman, Deirdre R",120158,32460,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,140,Western Civ to 1660-ACP,AD3,DIS,"Harshman, Deirdre R",120158,45751,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,141,Western Civ to 1660,AD1,DIS,"Thompson, Peter B",120158,39268,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,141,Western Civ to 1660,AD2,DIS,"Werner, Hannah L",120158,39269,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,141,Western Civ to 1660,AD4,DIS,"Eby, Beth",120158,45764,0,13,0,3,5,0,1,0,0,0,0,0,0,0,3.61,1.208532168,0.590909091
Fall 2015,HIST,141,Western Civ to 1660,AD5,DIS,"Eby, Beth",120158,45765,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,141,Western Civ to 1660,AD7,DIS,"Eby, Beth",120158,34018,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,141,Western Civ to 1660,ADB,DIS,"Werner, Hannah L",120158,34026,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,141,Western Civ to 1660,ADH,DIS,"Werner, Hannah L",120158,33999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,141,Western Civ to 1660,ADO,DIS,"Thompson, Peter B",120158,34020,0,14,0,1,6,0,2,0,0,0,0,0,0,0,3.56,1.399535637,0.608695652
Fall 2015,HIST,141,Western Civ to 1660,ADQ,DIS,"Thompson, Peter B",120158,41486,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,142,Western Civ Since 1660,ADA,DIS,"Murphy, Evan R",120158,34083,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,142,Western Civ Since 1660,ADG,DIS,"Murphy, Evan R",120158,34064,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,142,Western Civ Since 1660,ADH,DIS,"Duncan, Leanna D",120158,34067,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,142,Western Civ Since 1660,ADK,DIS,"Duncan, Leanna D",120158,34077,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,142,Western Civ Since 1660,ADQ,DIS,"Murphy, Evan R",120158,45768,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,142,Western Civ Since 1660,ADR,DIS,"Duncan, Leanna D",120158,45769,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,143,Western Civ Since 1660-ACP,AD2,DIS,"Djordjevic, Stefan",120158,32474,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,143,Western Civ Since 1660-ACP,AD3,DIS,"Djordjevic, Stefan",120158,45774,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,170,US Hist to 1877-ACP,AD1,DIS,"Wood, Augustus C",120158,32479,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,170,US Hist to 1877-ACP,AD2,DIS,"Wood, Augustus C",120158,32481,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,171,US Hist to 1877,AD1,DIS,"Marquez, John Carlos C",120158,34103,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,171,US Hist to 1877,AD5,DIS,"Campbell, Brian",120158,34122,0,7,3,7,3,1,0,0,0,0,0,0,0,0,3.52,0.840523646,0.333333333
Fall 2015,HIST,171,US Hist to 1877,AD7,DIS,"Marquez, John Carlos C",120158,34128,0,3,4,6,7,1,0,0,0,0,0,0,0,0,3.35,0.781344994,0.142857143
Fall 2015,HIST,171,US Hist to 1877,AD8,DIS,"Marquez, John Carlos C",120158,34131,0,3,8,6,4,0,0,0,0,0,0,0,0,0,3.49,0.759950656,0.142857143
Fall 2015,HIST,171,US Hist to 1877,ADE,DIS,"Campbell, Brian",120158,34157,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,171,US Hist to 1877,ADW,DIS,"Campbell, Brian",120158,41385,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,172,US Hist Since 1877,AD1,DIS,"Dreier, Eliza",120158,34235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,172,US Hist Since 1877,AD2,DIS,"Ortega, Carolina",120158,34193,2,5,4,4,2,2,1,0,2,0,0,0,0,0,3.32,1.176796499,0.318181818
Fall 2015,HIST,172,US Hist Since 1877,AD4,DIS,"Dreier, Eliza",120158,34208,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,172,US Hist Since 1877,AD5,DIS,"Ortega, Carolina",120158,34226,2,7,2,3,3,2,0,0,1,1,0,0,1,0,3.21,1.598825958,0.409090909
Fall 2015,HIST,172,US Hist Since 1877,AD6,DIS,"Dreier, Eliza",120158,34231,0,7,3,7,3,3,0,0,0,0,0,0,0,0,3.45,0.975448615,0.304347826
Fall 2015,HIST,172,US Hist Since 1877,AD7,DIS,"Ortega, Carolina",120158,34233,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,200,Intro Hist Interpretation,A,LCD,"Barnes, Teresa A",120158,32494,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,200,Intro Hist Interpretation,B,LCD,"Crowston, Clare H",120158,32497,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,200,Intro Hist Interpretation,C,LCD,"Hoxie, Frederick E",120158,32500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,200,Intro Hist Interpretation,D,LCD,"Schneider, Dorothee",120158,39271,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,212,History of Eastern Africa,A,LCD,"Brennan, James R",120158,64829,2,8,3,6,5,3,0,2,0,1,0,2,3,0,2.88,2.328561788,0.285714286
Fall 2015,HIST,220,Traditional China,A,LEC,"Chow, Kai-Wing",120158,49157,1,3,6,6,9,5,4,4,1,0,0,0,0,0,3.01,1.315543825,0.102564103
Fall 2015,HIST,247,Medieval Europe,B,LCD,"Navalesi, Kent E",120158,43299,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,251,Warfare Milit Insts & Soc,A,LCD,"Lynn, John A",120158,58736,3,1,7,7,11,12,17,8,1,1,0,0,0,0,2.77,1.628410268,0.058823529
Fall 2015,HIST,252,The Holocaust,AD2,DIS,"Henderson, Sandra L",120158,59534,0,7,5,5,2,2,1,0,0,0,0,0,0,0,3.49,0.94570961,0.318181818
Fall 2015,HIST,252,The Holocaust,AD4,DIS,"Henderson, Sandra L",120158,59536,0,9,4,5,2,2,0,0,0,0,0,0,0,0,3.58,0.922908446,0.409090909
Fall 2015,HIST,252,The Holocaust,AD6,DIS,"Henderson, Sandra L",120158,59538,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,253,Enlightenment to Existentialsm,B,LCD,"Mandru, Anca M",120158,51424,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,255,British Isles to 1688,A,LCD,"Rabin, Dana",120158,34351,0,5,6,6,4,3,2,1,0,0,0,0,1,0,3.17,1.538716998,0.178571429
Fall 2015,HIST,258,20thC World to Midcentury,B,LCD,"Harshman, Matthew J",120158,54190,0,5,2,0,6,2,1,1,0,0,2,0,2,0,2.71,1.999815617,0.238095238
Fall 2015,HIST,263,US History of Medicine,A,LCD,"Reagan, Leslie J",120158,55477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,265,Science in Western Civ,B,LCD,"Kosovych, Stefan D",120158,30350,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,269,Jewish History Since 1700,A,LCD,"Avrutin, Eugene M",120158,40160,2,10,14,0,0,0,0,1,0,0,0,0,1,1,3.62,1.87356345,0.428571429
Fall 2015,HIST,270,United States History to 1815,B,LCD,"Siebert, Andrew C",120158,65737,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,271,Nineteenth Century America,A,LCD,"Schneider, Dorothee",120158,56172,0,8,8,3,6,0,2,2,1,0,0,0,0,0,3.32,1.396935421,0.266666667
Fall 2015,HIST,274,US & World Since 1917,B,LCD,"Toller-Clark, Ian",120158,59954,0,11,3,4,0,0,0,0,0,0,2,0,2,0,3.2,2.756446988,0.5
Fall 2015,HIST,278,Native American History,A,LCD,"Hoxie, Frederick E",120158,64529,1,4,7,6,5,2,5,0,2,0,1,0,2,0,2.91,1.916337653,0.142857143
Fall 2015,HIST,280,Caribbean Latina/o Migration,A,LCD,"Burgos, Adrian",120158,34286,0,11,8,3,2,0,1,1,0,0,0,0,0,0,3.6,1.086278049,0.423076923
Fall 2015,HIST,285,US Gender History to 1877,B,LCD,"Bui, Long B",120158,34327,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,286,US Gender History Since 1877,B,LCD,"Khan, Tariq",120158,65735,2,9,10,0,2,0,0,0,0,0,0,0,0,0,3.77,0.67392507,0.47826087
Fall 2015,HIST,300,Between China and the World,A,LCD,"Fu, Poshek",120158,34346,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,305,Andean Countries of S America,A,LCD,"Jacobsen, Nils P",120158,47996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,354,Twentieth Century Europe,A,LCD,"Ivanova, Veneta T",120158,30369,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,361,Euro Thght & Soc Since 1789,A,LCD,"Lubelski, Lance R",120158,34178,8,4,5,2,3,0,0,0,0,0,0,0,1,0,3.57,1.641579524,0.52173913
Fall 2015,HIST,373,Origins of the Civil War,A,LCD,"Levine, Bruce C",120158,53165,0,3,8,9,5,2,1,1,0,0,0,0,0,0,3.31,0.971515752,0.103448276
Fall 2015,HIST,376,Soc History Indus Am from 1918,A,LCD,"Schneider, Dorothee",120158,57625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,380,US in an Age of Empire,A,LCD,"Levy, Joshua A",120158,57618,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,390,Integration & American Sports,A,,,120158,59524,0,16,8,5,1,0,0,0,0,0,0,0,0,0,3.77,0.803585714,0.533333333
Fall 2015,HIST,391,Oral History Methods,A,,,120158,62745,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,396,Eurasia,A,,,120158,42598,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,399,US in an Age of Empire,CT1,LCD,,120158,65882,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,401,History of Terrorism,U3,,,120158,51731,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,422,Soc-Econ Hist Modern China,U3,,,120158,34210,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,438,Egypt Since World War I,U3,,,120158,34133,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,443,Byzantine Empire AD 284-717,U3,,,120158,46625,2,14,7,2,0,0,0,0,0,0,0,0,0,0,3.86,0.529150262,0.64
Fall 2015,HIST,446,Early Modern British Isles,U3,,,120158,43252,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,456,Twentieth-Century Germany,U3,,,120158,53154,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,466,The Balkans,U3,,,120158,30383,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,472,Immigrant America,U3,,,120158,41443,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,476,History of the American West,U3,,,120158,62749,2,10,1,2,4,0,0,2,0,0,0,0,0,0,3.54,1.196494881,0.571428571
Fall 2015,HIST,495,Honors Research & Writing Sem,A,,,120158,51139,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,495,Honors Research & Writing Sem,C,,,120158,55911,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,495,Honors Research & Writing Sem,D,,,120158,55912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,498,Research and Writing Seminar,A,,,120158,34331,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,498,Research and Writing Seminar,C,,,120158,34333,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,498,Research and Writing Seminar,D,,,120158,34334,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,502,"Women & Fam, Law, Colonial Mod",A,,,120158,41021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,502,Global Sexualities,B,,,120158,32515,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,507,"Myth, Memory, Martyrs LatAm",MH,,,120158,30389,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,510,African History in the World,A,,,120158,59895,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,520,Ming-Qing China Global Context,A,,,120158,34262,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,551,East European Jewish History,B,,,120158,32506,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,551,"Weimar Republic: Mus, Lit, Pol",WR,,,120158,32505,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,572,"Culture, Class and Space",A,,,120158,47097,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,575,Theorizing Diaspora,A,,,120158,48977,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,591,History and Social Theory,A,,,120158,43938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HIST,593,Approaches to History,A,,,120158,53136,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HNDI,199,Intro to Urdu Script & Convers,A,LCD,"Mishra, Mithilesh",120158,60206,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HNDI,201,Elementary Hindi-Urdu I,BE1,LEC,"Chaitra Shivapr, Unknown",120158,32450,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HNDI,201,Elementary Hindi-Urdu I,CE1,LCD,"Chaitra Shivapr, Unknown",120158,32454,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HNDI,403,Intermediate Hindi I,A,LCD,"Mishra, Mithilesh",120158,30407,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HNDI,405,Advanced Hindi I,0NL,ONL,"Mishra, Mithilesh",120158,64342,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HNDI,412,Business Hindi,B1,LCD,"Mishra, Mithilesh",120158,53502,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HORT,100,Introduction to Horticulture,AL1,LEC,"Wortman, Samuel E",120158,32590,5,14,5,5,9,4,4,2,0,2,2,0,4,0,2.98,2.627933858,0.339285714
Fall 2015,HORT,105,Vegetable Gardening,AB1,LAB,"Norton, Margaret A",120158,34268,16,5,2,1,2,0,0,0,0,0,0,0,0,0,3.87,0.67102906,0.807692308
Fall 2015,HORT,105,Vegetable Gardening,AB2,LAB,"Norton, Margaret A",120158,34270,7,10,6,2,1,1,0,0,0,0,0,0,0,0,3.79,0.717716286,0.62962963
Fall 2015,HORT,105,Vegetable Gardening,AB3,LAB,"Norton, Margaret A",120158,34273,17,6,0,2,1,0,0,0,0,0,1,0,0,0,3.8,1.407124728,0.851851852
Fall 2015,HORT,105,Vegetable Gardening,AB4,LAB,"Norton, Margaret A",120158,34275,16,4,2,2,2,0,0,1,0,0,0,0,0,0,3.78,0.985460975,0.740740741
Fall 2015,HORT,105,Vegetable Gardening,AB5,LAB,"Norton, Margaret A",120158,40653,10,10,0,3,2,0,0,1,0,0,1,0,0,0,3.67,1.494673877,0.740740741
Fall 2015,HORT,105,Vegetable Gardening,AB6,LAB,"Norton, Margaret A",120158,34277,11,9,3,0,0,0,0,1,0,0,0,0,0,0,3.88,0.989898985,0.833333333
Fall 2015,HORT,106,Home Horticulture,AL1,LEC,"Voigt, Charles E",120158,30924,5,11,2,3,3,0,1,1,2,0,0,0,0,0,3.5,1.374772708,0.571428571
Fall 2015,HORT,107,Introduction to Floral Design,AB1,LAB,"Noland, Dianne A",120158,32595,0,22,0,2,6,0,0,0,0,0,0,0,0,0,3.76,1.310979278,0.733333333
Fall 2015,HORT,107,Introduction to Floral Design,AB2,LAB,"Noland, Dianne A",120158,32597,0,22,0,0,3,0,0,1,0,0,0,0,0,0,3.81,1.418755323,0.846153846
Fall 2015,HORT,107,Introduction to Floral Design,AB3,LAB,"Noland, Dianne A",120158,39789,0,17,0,7,4,0,0,0,0,0,0,0,0,0,3.69,1.238655185,0.607142857
Fall 2015,HORT,107,Introduction to Floral Design,AB4,LAB,"Noland, Dianne A",120158,65159,0,19,0,3,4,1,0,0,0,0,0,0,0,0,3.73,1.132729006,0.703703704
