Semester,Course Subject,Course Number,Course Title,Course Section,Sched Type,Primary Instructor,Term,CRN,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Standard Deviation,% 4.0's
Fall 2014,GEOG,493,Democracy and Environment,U1,LCD,"Ribot, Jesse C",120148,62051,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOG,570,Advanced Spatial Analysis,A,LCD,"McLafferty, Sara L",120148,53740,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOG,595,"Social Power, Insts & the Env",TLB,LCD,"Birkenholtz, Trevor",120148,63186,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,100,Planet Earth,ADH,DIS,"Long, Ann D",120148,37477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,100,Planet Earth,ADJ,DIS,"Long, Ann D",120148,37479,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,100,Planet Earth,ADK,DIS,"Nash, Thomas A",120148,37480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,100,Planet Earth,ADO,DIS,"Kelly, Susan B",120148,37484,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,100,Planet Earth,ADP,DIS,"Kelly, Susan B",120148,37485,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,100,Planet Earth,ADQ,DIS,"Long, Ann D",120148,37486,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,100,Planet Earth,ADR,DIS,"Kelly, Susan B",120148,37487,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,100,Planet Earth,ADS,DIS,"Kelly, Susan B",120148,37489,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,100,Planet Earth,ADV,DIS,"Nash, Thomas A",120148,37492,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,100,Planet Earth,ADW,DIS,"Nash, Thomas A",120148,37493,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,100,Planet Earth,ADX,DIS,"Nash, Thomas A",120148,37498,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,107,Physical Geology,AY3,LBD,"Long, Ann D",120148,43017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,107,Physical Geology,AY4,LBD,"Long, Ann D",120148,43018,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,107,Physical Geology,AY6,LBD,"Long, Ann D",120148,44249,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,107,Physical Geology,AY7,LBD,"Oien, Rachel P",120148,43021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,107,Physical Geology,AY8,LBD,"Oien, Rachel P",120148,43022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,110,Exploring Geology in the Field,1,LEC,"Altaner, Stephen P",120148,32316,5,5,6,3,1,0,0,1,0,0,0,0,0,0,3.67,0.889091296,48%
Fall 2014,GEOL,110,Exploring Geology in the Field,2,LEC,"Altaner, Stephen P",120148,32317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,117,The Oceans,B,LEC,"Stewart, Michael A",120148,30375,0,13,7,12,19,23,12,6,9,1,1,4,4,1,2.67,2.869144762,12%
Fall 2014,GEOL,118,Natural Disasters,A,LEC,"Altaner, Stephen P",120148,30379,23,42,44,57,44,42,36,20,15,14,4,4,8,3,2.92,4.848752417,18%
Fall 2014,GEOL,143,History of Life,AB2,LAB,"Asangba, Abigail E",120148,37557,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,143,History of Life,AB3,LAB,"Asangba, Abigail E",120148,37558,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,143,History of Life,AB4,LAB,"Lichtner, Derek T",120148,37560,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,143,History of Life,AB6,LAB,"Leonard, Tiffany F",120148,48936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,143,History of Life,AB7,LAB,"Leonard, Tiffany F",120148,48935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,143,History of Life,ABA,LAB,"Lichtner, Derek T",120148,37565,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,201,History of Geology,A,LEC,"Herrstrom, Eileen A",120148,55548,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,208,History of the Earth System,AL1,LEC,"Malinowski, Jacalyn M",120148,61110,1,5,6,3,4,2,0,0,1,0,0,0,1,0,3.26,1.517020105,26%
Fall 2014,GEOL,411,Structural Geol and Tectonics,AL1,LEC,"Marshak, Stephen",120148,32326,3,2,1,6,4,7,0,5,3,0,1,0,0,1,2.82,1.482745202,16%
Fall 2014,GEOL,432,Mineralogy and Mineral Optics,AL1,LEC,"Stewart, Michael A",120148,30386,0,2,4,3,6,7,3,1,1,1,0,0,0,1,2.91,1.139532068,7%
Fall 2014,GEOL,470,Introduction to Hydrogeology,A,ONL,"Cole, Todd M",120148,62891,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,470,Introduction to Hydrogeology,C,LEC,"Roadcap, George S",120148,30394,4,8,9,2,5,5,0,0,0,0,0,0,0,0,3.52,1.145076417,36%
Fall 2014,GEOL,470,Introduction to Hydrogeology,ONL,ONL,"Cole, Todd M",120148,63894,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,497,Paleoclimatology,A1,LEC,"Conroy, Jessica",120148,62895,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,497,Data Analysis for Geosciences,A2,LEC,"Hurst, Stephen D",120148,63466,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,562,Isotope Geology,A,LEC,"Johnson, Thomas M",120148,39233,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,563,Analytical Geochemistry,AL1,LEC,"Lundstrom, Craig C",120148,45921,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,593,Landscape Evolution Modeling,C4,LEC,"Anders, Alison M",120148,62890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,593,Geomicro of Subsurface Ecosyst,F4,LCD,"Sanford, Robert A",120148,62883,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GEOL,593,Physics of Earth's Interior,K16,LEC,"Song, Xiaodong",120148,57495,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,101,Beginning German I,B,LCD,"Uzun, Ugur",120148,37582,0,6,5,2,5,1,1,1,0,0,0,0,0,0,3.38,1.006152502,29%
Fall 2014,GER,101,Beginning German I,D,LCD,"Uzun, Ugur",120148,37584,2,5,6,1,1,6,0,1,1,0,0,0,1,0,3.17,1.544078294,29%
Fall 2014,GER,101,Beginning German I,E,LCD,"Colomb, Monet U",120148,37587,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,101,Beginning German I,F,LCD,"Berkovich, Nadezda",120148,37589,8,10,2,2,0,1,0,0,0,0,0,0,0,0,3.86,0.68946356,78%
Fall 2014,GER,101,Beginning German I,X1,LCD,"Anglesey, Kyle B",120148,37579,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,102,Beginning German II,B,LCD,"Tendera, Anna",120148,39725,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,102,Beginning German II,D,LCD,"VanderPal, Kelli M",120148,32327,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,102,Beginning German II,X,LCD,"Schulz, Carolin A",120148,49444,1,3,4,2,1,2,2,3,1,0,1,0,2,1,2.68,1.700983673,18%
Fall 2014,GER,103,Intermediate German I,B,DIS,"Yanny-Tillar, Sara J",120148,48983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,103,Intermediate German I,C,LCD,"Schulz, Carolin A",120148,32349,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,103,Intermediate German I,D,LCD,"Staudinger, Carina",120148,32330,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,104,Intermediate German II,E,LCD,"Staudinger, Carina",120148,51113,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,104,Intermediate German II,X1,LCD,"Fuchs, Renata",120148,32359,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,199,Undergraduate Open Seminar,EUS,DIS,"Wade, Mara R",120148,44220,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,201,German Popular Culture,D,LCD,"Hennebohl, Sarah M",120148,53595,1,8,7,3,2,2,1,0,1,1,0,0,1,0,3.27,1.576968611,33%
Fall 2014,GER,211,Conversation and Writing I,G1,LCD,"Hansen, Lauren M",120148,47970,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,212,Conversation and Writing II,X,LCD,"Webster, Charles R",120148,46780,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,251,Grimm's Fairy Tales in Context,AD1,DIS,"Chandrashekar, Reena",120148,61886,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,251,Grimm's Fairy Tales in Context,AD2,DIS,"Chandrashekar, Reena",120148,61887,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,251,Grimm's Fairy Tales in Context,AD3,DIS,"Chandrashekar, Reena",120148,61888,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,251,Grimm's Fairy Tales in Context,AD4,DIS,"Chung, Stephanie A",120148,61889,2,10,7,1,1,0,1,0,0,0,0,0,0,0,3.74,0.778588466,55%
Fall 2014,GER,251,Grimm's Fairy Tales in Context,AD5,DIS,"Chung, Stephanie A",120148,61890,1,8,7,4,1,1,0,0,0,0,0,0,0,0,3.67,0.698068765,41%
Fall 2014,GER,251,Grimm's Fairy Tales in Context,AD6,DIS,"Chung, Stephanie A",120148,61891,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,261,The Holocaust in Context,AD3,DIS,"Smith, Dustin L",120148,61914,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,261,The Holocaust in Context,AD4,DIS,"Smith, Dustin L",120148,61915,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,261,The Holocaust in Context,AD5,DIS,"Watzke, Petra A",120148,61916,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,261,The Holocaust in Context,AD6,DIS,"Smith, Dustin L",120148,61917,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,320,German for Business,L,LCD,"Heinz, Esther Abigail",120148,46782,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,331,Intro to German Literature,X,LCD,"Jenkins, Robert J",120148,47962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,401,Global Issues in German,E,LCD,"Watzke, Petra A",120148,49447,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,420,German Cultural History,E,LCD,"Yildiz, Yasemin",120148,40249,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,473,1920s to Today,X,LCD,"Yildiz, Yasemin",120148,30455,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,500,Readings in German Grads I,A,LCD,"Fuchs, Renata",120148,30459,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,575,Thomas Mann and Music,A,LCD,"Kinderman, William A",120148,30467,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,576,Open Seminar in German Studies,AWS,LCD,"Stenport, Anna W",120148,30470,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GER,582,Theories of German Lang Tchg,F,LCD,"Webster, Charles R",120148,30472,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GLBL,100,Intro to Global Studies,A,LCD,"Wedig, Timothy E",120148,54575,5,12,4,5,3,0,0,0,0,0,0,0,0,0,3.74,0.867917047,59%
Fall 2014,GLBL,100,Intro to Global Studies,C,LCD,"Kohli, Tanu",120148,54856,0,14,7,4,1,0,1,0,0,0,0,1,0,0,3.61,1.479121361,50%
Fall 2014,GLBL,100,Intro to Global Studies,D,LCD,"Gresh, Rebecca A",120148,60712,11,7,3,0,0,0,1,0,0,0,0,0,3,0,3.41,2.920085615,72%
Fall 2014,GLBL,100,Intro to Glbl Stds Crossroads,E,LCD,"Gresh, Rebecca A",120148,61401,10,11,1,1,2,1,0,0,0,0,0,0,2,0,3.56,2.099891154,75%
Fall 2014,GLBL,220,Governance,A,LCD,"Kohli, Tanu",120148,60293,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GLBL,225,Career Development:Internships,A,LCD,"Schoeplein, Melissa B",120148,63888,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GLBL,240,Global Health,A,LCD,"Farner, Susan M",120148,63656,9,6,4,3,1,0,2,1,0,0,0,0,0,0,3.63,1.13335154,58%
Fall 2014,GLBL,250,Development,A,LCD,"Grim-Feinberg, Kate",120148,63405,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GLBL,296,People in Motion,A,LCD,"Kohli, Tanu",120148,54534,3,5,6,3,2,2,0,1,0,1,0,0,0,0,3.42,1.178197776,35%
Fall 2014,GLBL,296,Children's Rights,B,LCD,"Grim-Feinberg, Kate",120148,54533,0,17,0,1,3,0,0,1,0,0,0,0,0,0,3.74,1.226091351,77%
Fall 2014,GLBL,296,Politics of Belonging,D,LCD,"Schrag, David M",120148,58754,4,8,3,4,2,1,0,0,0,0,0,0,0,0,3.68,0.784516836,55%
Fall 2014,GLBL,296,Internationalization of Educ,E,LCD,"Friedman, Jeffrey B",120148,54535,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GLBL,296,Politics of Social Media,F,LCD,"Bui, Long B",120148,54532,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GLBL,494,Research Methods I,A,LEC,"Grim-Feinberg, Kate",120148,54276,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GRK,101,Elementary Greek I,A,LCD,"Karatzoglou, Orestis",120148,37594,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GRK,520,Proseminar,A,LCD,"Tzanetou, Angeliki",120148,39448,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GRKM,201,Elementary Modern Greek I,AE1,LCD,"Katsikas, Stefanos",120148,54279,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GRKM,201,Elementary Modern Greek I,AE1,PKG,"Katsikas, Stefanos",120148,54279,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GRKM,403,Intermediate Modern Greek I,B,LCD,"Katsikas, Stefanos",120148,55559,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GRKM,453,Advanced Modern Greek I,A,LCD,"Katsikas, Stefanos",120148,62709,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GS,101,Exploring General Studies,A1,LCD,"Kaste, Kaitlin M",120148,52359,0,22,3,2,3,0,1,1,2,1,2,1,0,0,3.32,2.016313468,58%
Fall 2014,GS,101,Exploring General Studies,A2,LCD,"Kaste, Kaitlin M",120148,52382,0,26,5,2,1,2,0,0,0,0,0,2,0,0,3.65,1.961079635,68%
Fall 2014,GS,101,Exploring General Studies,B1,LCD,"Surratt, Aaron T",120148,52360,0,33,1,1,1,2,1,0,1,0,0,0,0,0,3.78,1.270095609,83%
Fall 2014,GS,101,Exploring General Studies,B2,LCD,"Surratt, Aaron T",120148,52383,0,32,1,5,1,0,1,0,0,0,0,0,0,0,3.84,1.036725615,80%
Fall 2014,GS,101,Exploring General Studies,C1,LCD,"Kotowski, Jennifer",120148,52362,16,7,3,4,2,3,1,2,1,0,0,0,0,0,3.55,1.395926614,59%
Fall 2014,GS,101,Exploring General Studies,D1,LCD,"Schneider, Lauren N",120148,52363,13,16,6,2,0,1,1,0,0,0,0,0,0,0,3.84,0.923255111,74%
Fall 2014,GS,101,Exploring General Studies,D2,LCD,"Marshall, Tiara L",120148,52403,13,11,5,1,0,0,1,0,0,0,0,0,0,0,3.87,0.817300434,77%
Fall 2014,GS,101,Exploring General Studies,E1,LCD,"McMillion, Desiree Y",120148,52386,15,17,2,3,0,0,0,0,0,0,0,0,0,0,3.93,0.602764465,86%
Fall 2014,GS,101,Exploring General Studies,E2,LCD,"McMillion, Desiree Y",120148,52372,21,6,0,2,0,0,0,0,0,0,0,0,0,0,3.95,0.55151307,93%
Fall 2014,GS,101,Exploring General Studies,F1,LCD,"Watson, Sarah D",120148,52365,0,30,5,2,2,1,0,0,0,0,0,0,0,0,3.84,0.91214034,75%
Fall 2014,GS,101,Exploring General Studies,F2,LCD,"Watson, Sarah D",120148,52388,0,27,6,2,1,1,0,1,1,0,0,0,0,0,3.74,1.255866235,69%
Fall 2014,GS,101,Exploring General Studies,G1,LCD,"Rodriguez, Saturnino H",120148,52366,9,17,4,2,4,1,1,1,0,0,0,0,0,0,3.7,1.144006119,67%
Fall 2014,GS,101,Exploring General Studies,G2,LCD,"Rodriguez, Saturnino H",120148,52389,7,13,6,3,3,2,2,1,0,0,0,1,1,1,3.43,1.800641552,51%
Fall 2014,GS,101,Exploring General Studies,H1,LCD,"Myers, Michael D",120148,52367,0,26,2,2,3,0,2,2,0,0,0,0,1,1,3.57,1.958942864,68%
Fall 2014,GS,101,Exploring General Studies,H2,LCD,"Myers, Michael D",120148,52380,0,15,4,8,2,4,2,5,0,0,0,0,0,0,3.32,1.692504484,38%
Fall 2014,GS,101,Exploring General Studies,I1,LCD,"Heintz, Hollie",120148,52390,16,15,6,0,0,0,0,0,0,0,0,1,1,0,3.76,2.24981777,79%
Fall 2014,GS,101,Exploring General Studies,I2,LCD,"Heintz, Hollie",120148,52369,22,12,2,2,0,0,0,0,0,0,0,0,0,0,3.95,0.513565965,89%
Fall 2014,GS,101,Exploring General Studies,JS1,LCD,"Turner, Daniel J",120148,52793,0,24,3,1,0,0,0,1,0,0,1,1,1,0,3.56,2.223677777,75%
Fall 2014,GS,101,Exploring General Studies,JS2,LCD,"Tomasiewicz, Ryan",120148,52794,2,30,0,0,1,0,0,0,0,1,0,0,0,0,3.89,1.404225765,94%
Fall 2014,GS,101,Exploring General Studies,JS3,LCD,"Tomasiewicz, Ryan",120148,52378,3,23,1,1,1,0,0,0,0,0,0,0,1,0,3.8,1.652271164,87%
Fall 2014,GS,101,Exploring General Studies,K1,LCD,"Herrera, Holly N",120148,52392,7,13,5,2,3,2,2,0,2,0,0,0,1,0,3.44,1.789264281,54%
Fall 2014,GS,101,Exploring General Studies,K2,LCD,"Herrera, Holly N",120148,52370,7,13,3,2,2,0,0,4,0,0,1,0,0,0,3.52,1.729359915,63%
Fall 2014,GS,101,Exploring General Studies,L1,LCD,"Jamal, Malcolm A",120148,52393,24,4,3,1,2,2,1,1,0,1,0,1,0,0,3.6,1.57765649,70%
Fall 2014,GS,101,Exploring General Studies,L2,LCD,"Jamal, Malcolm A",120148,52371,25,4,3,3,2,0,0,1,0,0,0,1,1,0,3.64,1.920872198,73%
Fall 2014,GS,101,Exploring General Studies,M1,LCD,"Turner, Daniel J",120148,52396,0,29,3,2,2,1,2,0,1,0,0,0,0,0,3.72,1.353197272,73%
Fall 2014,GS,101,Exploring General Studies,N2,LCD,"Marshall, Tiara L",120148,52395,16,10,6,2,2,1,0,1,1,0,0,0,1,0,3.63,1.667466475,65%
Fall 2014,GS,101,Exploring General Studies,TR,ONL,"Kotowski, Jennifer",120148,63651,15,16,8,1,3,0,5,1,1,0,2,1,5,0,3.17,2.966237286,53%
Fall 2014,GS,101,Exploring General Studies,W1,LCD,"Heinold, Jennifer",120148,52361,14,16,0,0,0,1,0,0,0,0,0,1,0,0,3.85,1.72626765,94%
Fall 2014,GS,101,Exploring General Studies,W2,LCD,"Heinold, Jennifer",120148,52404,6,15,0,0,3,0,0,1,0,0,0,0,0,0,3.8,1.224744871,84%
Fall 2014,GWS,100,Intro Gender & Women's Studies,AD1,DIS,"Diaz-Kozlowski, Tanya",120148,55561,0,3,9,2,4,2,1,3,0,1,2,2,0,0,2.83,1.788018456,10%
Fall 2014,GWS,100,Intro Gender & Women's Studies,AD2,DIS,"Diaz-Kozlowski, Tanya",120148,55562,0,5,4,3,7,3,1,2,5,0,0,0,0,0,2.95,1.515544457,17%
Fall 2014,GWS,100,Intro Gender & Women's Studies,AD3,DIS,"Diaz-Kozlowski, Tanya",120148,55564,0,10,9,4,5,0,2,0,0,0,0,0,0,0,3.53,1.192560271,33%
Fall 2014,GWS,150,Contemp Women's Issues,A,LCD,"Morey, Patricia L",120148,30423,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2014,GWS,201,"Race, Gender & Power",CD,LCD,"DeLisle, Christine T",120148,57507,1,4,2,6,5,2,2,0,2,0,1,1,0,1,2.97,1.425882183,19%
